window_id,window_start,cryptocurrency,tweet_count,mean_sentiment,sentiment_std,positive_ratio,negative_ratio,synthetic_count,policy_action,action_taken,oracle_triggered,agent,dataset
ETH_20221130T092000Z,2022-11-30 09:20:00+00:00,ETH,59,0.0395486581344473,0.17227669969093387,0.03389830508474576,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T092500Z,2022-11-30 09:25:00+00:00,ETH,77,0.002786044968751725,0.16409240431951028,0.012987012987012988,0.012987012987012988,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T093000Z,2022-11-30 09:30:00+00:00,ETH,83,0.031119094611740252,0.27279209032187224,0.07228915662650602,0.060240963855421686,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T093500Z,2022-11-30 09:35:00+00:00,ETH,57,0.022612188705815026,0.1886212830591088,0.03508771929824561,0.017543859649122806,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T094000Z,2022-11-30 09:40:00+00:00,ETH,57,0.08405428257231648,0.25027042316208414,0.08771929824561403,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T094500Z,2022-11-30 09:45:00+00:00,ETH,64,0.01942065941693726,0.18039403382311298,0.03125,0.015625,0,BUY,BUY,False,fingpt,baseline
ETH_20221130T095000Z,2022-11-30 09:50:00+00:00,ETH,60,0.033316705065468924,0.09160197570526178,0.0,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T095500Z,2022-11-30 09:55:00+00:00,ETH,58,0.011367500518801905,0.17532420950844324,0.017241379310344827,0.017241379310344827,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T100000Z,2022-11-30 10:00:00+00:00,ETH,104,0.005208879557008352,0.2431706196575077,0.04807692307692308,0.057692307692307696,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T100500Z,2022-11-30 10:05:00+00:00,ETH,56,0.011241186643019313,0.16373945389929093,0.017857142857142856,0.017857142857142856,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T101000Z,2022-11-30 10:10:00+00:00,ETH,66,0.05981964673000301,0.22688910851112049,0.06060606060606061,0.015151515151515152,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T101500Z,2022-11-30 10:15:00+00:00,ETH,60,0.07491349207703021,0.25501186407845033,0.1,0.03333333333333333,0,BUY,BUY,False,fingpt,baseline
ETH_20221130T102000Z,2022-11-30 10:20:00+00:00,ETH,50,0.00825546622276305,0.061338554828538595,0.0,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T102500Z,2022-11-30 10:25:00+00:00,ETH,61,0.030419726520166033,0.09412813816873518,0.01639344262295082,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T103000Z,2022-11-30 10:30:00+00:00,ETH,61,0.049695717796805455,0.21241406053916762,0.06557377049180328,0.01639344262295082,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T103500Z,2022-11-30 10:35:00+00:00,ETH,61,0.05595789689448525,0.2732818606339568,0.08196721311475409,0.01639344262295082,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T104000Z,2022-11-30 10:40:00+00:00,ETH,75,0.017699382727344823,0.19094448982390635,0.02666666666666667,0.02666666666666667,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T104500Z,2022-11-30 10:45:00+00:00,ETH,67,0.061903764424261765,0.25553885556703015,0.05970149253731343,0.04477611940298507,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T105000Z,2022-11-30 10:50:00+00:00,ETH,65,0.029325385105151376,0.11255806555450523,0.015384615384615385,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T105500Z,2022-11-30 10:55:00+00:00,ETH,64,0.017573347038705826,0.1655725980477647,0.03125,0.015625,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T110000Z,2022-11-30 11:00:00+00:00,ETH,118,0.04114238535827498,0.20890228146345485,0.0423728813559322,0.01694915254237288,0,BUY,BUY,False,fingpt,baseline
ETH_20221130T110500Z,2022-11-30 11:05:00+00:00,ETH,67,0.04597709198663039,0.22912672380365898,0.05970149253731343,0.014925373134328358,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T111000Z,2022-11-30 11:10:00+00:00,ETH,54,0.0054391225265270115,0.23917648772539477,0.037037037037037035,0.037037037037037035,0,BUY,BUY,False,fingpt,baseline
ETH_20221130T111500Z,2022-11-30 11:15:00+00:00,ETH,62,0.011060576044744053,0.13298680643021696,0.0,0.016129032258064516,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T112000Z,2022-11-30 11:20:00+00:00,ETH,87,0.0590032378918138,0.24711073626996427,0.08045977011494253,0.022988505747126436,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T112500Z,2022-11-30 11:25:00+00:00,ETH,58,0.0021655856599581648,0.182896501095527,0.034482758620689655,0.034482758620689655,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T113000Z,2022-11-30 11:30:00+00:00,ETH,82,0.03808633377775548,0.21339610113297178,0.04878048780487805,0.024390243902439025,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T113500Z,2022-11-30 11:35:00+00:00,ETH,65,0.02036336376689945,0.1997307209405491,0.03076923076923077,0.015384615384615385,0,BUY,BUY,False,fingpt,baseline
ETH_20221130T114000Z,2022-11-30 11:40:00+00:00,ETH,69,0.059798377336583275,0.19044294550095073,0.07246376811594203,0.0,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T114500Z,2022-11-30 11:45:00+00:00,ETH,85,0.030047447990406945,0.20952887794877284,0.03529411764705882,0.023529411764705882,0,HOLD,HOLD,False,fingpt,baseline
ETH_20221130T115000Z,2022-11-30 11:50:00+00:00,ETH,43,0.012093821973648165,0.15230832120060103,0.0,0.023255813953488372,0,HOLD,HOLD,False,fingpt,baseline
